System ID,UPC,EAN,Custom SKU,Manufacturer SKU,Default Vendor ID,Description,Default Vendor,Item Type,Tax Class,Brand,Top Level Category,Default Cost,Price,Archived (Yes / No),Category,Quantity on Hand,Lifetime Quantity Sold,# of Sales
,8051406522179,8051406522179,DBM44,,,,Chicken,,,Deda,,18.48,,,"Handlebars, Road Handlebars, Components, ",,,
,8051406522186,8051406522186,DBM46,,,,Chicken,,,Deda,,18.48,,,"Handlebars, Road Handlebars, Components, ",,,
,8051406522353,8051406522353,DBN26,,,,Chicken,,,Deda,,14.68,,,"Handlebars, Road Handlebars, Components, ",,,
,8051406522490,8051406522490,DTC40,,,,Chicken,,,Deda,,29.36,,,"Handlebars, Aero Handlebars, Components, ",,,
,8051406522506,8051406522506,DTC42,,,,Chicken,,,Deda,,29.36,,,"Handlebars, Aero Handlebars, Components, ",,,
,8051406522513,8051406522513,DTC44,,,,Chicken,,,Deda,,29.36,,,"Handlebars, Aero Handlebars, Components, ",,,
,8051406522537,8051406522537,DTJ1,,,,Chicken,,,Deda,,14.11,,,"Handlebar Spares, , Tools & Spares, Spares, ",,,
,8051406522827,8051406522827,DPG27MS,,,,Chicken,,,Deda,,22.29,,,"Seatposts & Clamps, Seatposts, Components, ",,,
,8051406522889,8051406522889,DT6R,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522896,8051406522896,DT6B,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522902,8051406522902,DT5L,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522926,8051406522926,DT4GK,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522933,8051406522933,DT4W,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522940,8051406522940,DT4K,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522957,8051406522957,DT4OI,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522964,8051406522964,DT4OM,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522971,8051406522971,DT4BO,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522988,8051406522988,DT4Y,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406522995,8051406522995,DT4BF,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523008,8051406523008,DT4RF,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523015,8051406523015,DT4GB,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523022,8051406523022,DT4GS,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523039,8051406523039,DT4V,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523046,8051406523046,DT4GG,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523053,8051406523053,DT4BS,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523077,8051406523077,DT4P,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523084,8051406523084,DT4RC,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523091,8051406523091,DT4GJ,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523107,8051406523107,DT1K,,,,Chicken,,,Deda,,6.27,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523114,8051406523114,DT1W,,,,Chicken,,,Deda,,6.27,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523121,8051406523121,DT1R,,,,Chicken,,,Deda,,6.27,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523138,8051406523138,DT4GA,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523152,8051406523152,DT6K,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523169,8051406523169,DT6W,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523183,8051406523183,DT7K,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523206,8051406523206,DT4GO,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523213,8051406523213,DT7S,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523237,8051406523237,DT7W,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406523244,8051406523244,DZB31,,,,Chicken,,,Deda,,5.71,,,", Derailleur Spares, Protection, Chainset Spares, Tools & Spares, Accessories, Spares, ",,,
,8051406523251,8051406523251,DZB28,,,,Chicken,,,Deda,,5.71,,,", Derailleur Spares, Protection, Chainset Spares, Tools & Spares, Accessories, Spares, ",,,
,8051406523268,8051406523268,DZB35,,,,Chicken,,,Deda,,5.71,,,", Derailleur Spares, Protection, Chainset Spares, Tools & Spares, Accessories, Spares, ",,,
,8051406523275,8051406523275,DSG110,,,,Chicken,,,Deda,,21.74,,,"Road Stems, Stems, Components, ",,,
,8051406523282,8051406523282,DSG90,,,,Chicken,,,Deda,,21.74,,,"Road Stems, Stems, Components, ",,,
,8051406523299,8051406523299,DZK,,,,Chicken,,,Deda,,2.94,,,"Headset Spares, Spares, ",,,
,8051406523329,8051406523329,DZF,,,,Chicken,,,Deda,,9.51,,,"Handlebar Spares, , Tools & Spares, Spares, ",,,
,8051406523398,8051406523398,DZG5,,,,Chicken,,,Deda,,0.69,,,"Headsets & Expanders, Expanders & Spacers, Components, ",,,
,8051406523411,8051406523411,DZH3,,,,Chicken,,,Deda,,1.88,,,"Headsets & Expanders, Expanders & Spacers, Components, ",,,
,8051406523428,8051406523428,DZH5,,,,Chicken,,,Deda,,1.88,,,"Headsets & Expanders, Expanders & Spacers, Components, ",,,
,8051406523435,8051406523435,DZH10,,,,Chicken,,,Deda,,1.88,,,"Headsets & Expanders, Expanders & Spacers, Components, ",,,
,8051406525125,8051406525125,DHSA13,,,,Chicken,,,Deda,,2.72,,,"Headsets, Components, Headsets & Expanders, ",,,
,8051406525200,8051406525200,DT6P,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406526566,8051406526566,DBJ4,,,,Chicken,,,Deda,,12.23,,,"Handlebar Spares, , Tools & Spares, Spares, ",,,
,8051406527839,8051406527839,DTSP35,,,,Chicken,,,Deda,,22.29,,,"Handlebar Spares, , Tools & Spares, Spares, ",,,
,8051406528089,8051406528089,DTSP62,,,,Chicken,,,Deda,,6.52,,,"Tools & Spares, Spares, Headset Spares, ",,,
,8051406528096,8051406528096,DTSP61,,,,Chicken,,,Deda,,10.45,,,"Tools & Spares, Spares, Headset Spares, ",,,
,8051406529093,8051406529093,DT6G,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406529109,8051406529109,DT6Y,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406529116,8051406529116,DT6OR,,,,Chicken,,,Deda,,7.32,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051597222599,8051597222599,CT40K,,,,Chicken,,,Cinelli,,9.56,,,"Components, Bar Tape & Grips, Bar Tape, ",,,
,8051597222612,8051597222612,CT40Y,,,,Chicken,,,Cinelli,,9.56,,,"Components, Bar Tape & Grips, Bar Tape, ",,,
,8051597222667,8051597222667,CT40N,,,,Chicken,,,Cinelli,,9.56,,,"Components, Bar Tape & Grips, Bar Tape, ",,,
,8051597223053,8051597223053,CNA805,,,,Chicken,,,Cinelli,,23.55,,,"Gifts, Accessories, ",,,
,8051597225934,8051597225934,FC147,,,,Chicken,,,Columbus,,264.12,,,"Forks, Components, ",,,
,8051597229147,8051597229147,FC154,,,,Chicken,,,Columbus,,282.83,,,"Forks, Components, ",,,
,8051597229307,8051597229307,FC154AOE,,,,Chicken,,,Columbus,,251.84,,,"Forks, Components, ",,,
,8051597229321,8051597229321,FC154A,,,,Chicken,,,Columbus,,303.87,,,"Forks, Components, ",,,
,8051597229352,8051597229352,FC159,,,,Chicken,,,Columbus,,263.97,,,"Forks, Components, ",,,
,8052783480359,8052783480359,DSZ090PA,,,,Chicken,,,Deda,,48.93,,,"Road Stems, Stems, Components, ",,,
,8052783480373,8052783480373,DSZ100PA,,,,Chicken,,,Deda,,48.93,,,"Road Stems, Stems, Components, ",,,
,8052783480397,8052783480397,DSZ110PA,,,,Chicken,,,Deda,,48.93,,,"Road Stems, Stems, Components, ",,,
,8052783480410,8052783480410,DSZ120PA,,,,Chicken,,,Deda,,48.93,,,"Road Stems, Stems, Components, ",,,
,8052783480434,8052783480434,DSZ130PA,,,,Chicken,,,Deda,,48.93,,,"Road Stems, Stems, Components, ",,,
,8052783480458,8052783480458,DSZ140PA,,,,Chicken,,,Deda,,48.93,,,"Road Stems, Stems, Components, ",,,
,8052783480595,8052783480595,DBG140,,,,Chicken,,,Deda,,65.23,,,"Handlebars, Components, Gravel Handlebars, ",,,
,8052783480618,8052783480618,DBG142,,,,Chicken,,,Deda,,65.23,,,"Handlebars, Components, Gravel Handlebars, ",,,
,8052783480632,8052783480632,DBG144,,,,Chicken,,,Deda,,65.23,,,"Handlebars, Components, Gravel Handlebars, ",,,
,8052783480656,8052783480656,DBG146,,,,Chicken,,,Deda,,65.23,,,"Handlebars, Components, Gravel Handlebars, ",,,
